price,volume,side
92946.0,0.016,ask
92946.1,0.032,ask
92946.2,0.237,ask
92946.3,0.227,ask
92946.4,0.192,ask
92946.6,0.064,ask
92946.7,0.054,ask
92946.8,0.318,ask
92946.9,0.07,ask
92947.0,0.086,ask
92947.1,0.087,ask
92947.2,2.307,ask
92947.3,0.851,ask
92947.4,0.201,ask
92947.6,0.001,ask
92947.7,0.054,ask
92947.9,0.111,ask
92948.0,0.056,ask
92948.1,0.147,ask
92948.2,0.807,ask
92948.3,0.001,ask
92948.5,0.098,ask
92948.6,0.201,ask
92948.7,0.665,ask
92948.8,0.054,ask
92948.9,0.055,ask
92949.0,0.202,ask
92949.1,0.312,ask
92949.2,0.087,ask
92949.7,0.21,ask
92949.9,0.054,ask
92950.0,2.159,ask
92950.1,1.329,ask
92950.2,1.392,ask
92950.3,0.082,ask
92950.5,0.146,ask
92950.8,0.059,ask
92951.8,0.001,ask
92951.9,0.148,ask
92952.0,0.796,ask
92952.3,0.147,ask
92952.5,0.147,ask
92952.6,0.108,ask
92952.7,1.075,ask
92952.8,0.043,ask
92953.1,0.211,ask
92953.2,0.32,ask
92953.3,0.38,ask
92953.4,0.011,ask
92953.5,0.015,ask
92953.6,0.002,ask
92953.9,0.001,ask
92954.1,0.445,ask
92955.0,0.131,ask
92955.1,0.379,ask
92955.7,1.103,ask
92955.9,0.009,ask
92956.1,0.419,ask
92956.3,0.683,ask
92956.4,0.003,ask
92956.5,0.004,ask
92956.6,1.313,ask
92956.7,0.001,ask
92957.3,0.11,ask
92957.6,0.001,ask
92957.8,0.001,ask
92958.0,0.808,ask
92958.3,0.001,ask
92958.4,0.065,ask
92958.5,0.054,ask
92958.8,0.447,ask
92959.1,0.005,ask
92959.2,0.043,ask
92959.4,0.347,ask
92959.5,0.001,ask
92959.7,0.055,ask
92960.0,0.001,ask
92960.2,0.011,ask
92960.3,0.447,ask
92960.4,0.004,ask
92960.8,0.131,ask
92961.0,0.087,ask
92961.2,0.107,ask
92961.3,1.098,ask
92961.4,1.456,ask
92961.9,0.199,ask
92962.0,0.108,ask
92962.1,0.01,ask
92962.7,1.015,ask
92962.8,0.108,ask
92962.9,0.001,ask
92963.2,0.001,ask
92963.3,0.213,ask
92963.5,0.447,ask
92963.6,0.401,ask
92963.8,0.005,ask
92963.9,0.006,ask
92964.1,0.143,ask
92964.3,0.162,ask
92964.8,1.208,ask
92964.9,0.162,ask
92965.0,0.574,ask
92965.1,1.612,ask
92965.2,0.068,ask
92965.3,0.142,ask
92965.4,0.23,ask
92965.6,0.63,ask
